Shoot, MoveForward, MoveForward, Shoot, MoveForward, Shoot, MoveForward, Shoot, Shoot, MoveForward, MoveForward, Shoot, Shoot, MoveForward, Shoot, MoveForward, MoveForward, Shoot, Shoot, MoveForward (ignored), Shoot, MoveForward, Shoot, MoveForward, MoveForward, Shoot
Shoot (ignored), killed, MoveForward (ignored), killed, killed, Shoot (ignored), killed, Shoot (ignored), Shoot (ignored), MoveForward (ignored), killed, Shoot (ignored), Shoot (ignored), killed, Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored)
Shoot (ignored), killed, MoveForward (ignored), killed, killed, Shoot (ignored), killed, Shoot (ignored), Shoot (ignored), MoveForward (ignored), killed, Shoot (ignored), Shoot (ignored), killed, Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored)
Shoot (ignored), killed, MoveForward (ignored), killed, killed, Shoot (ignored), killed, Shoot (ignored), Shoot (ignored), MoveForward (ignored), killed, Shoot (ignored), Shoot (ignored), killed, Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored)
Shoot (ignored), killed, MoveForward (ignored), killed, killed, Shoot (ignored), killed, Shoot (ignored), Shoot (ignored), MoveForward (ignored), killed, Shoot (ignored), Shoot (ignored), killed, Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored)
Shoot (ignored), killed, MoveForward (ignored), killed, killed, Shoot (ignored), killed, Shoot (ignored), Shoot (ignored), MoveForward (ignored), killed, Shoot (ignored), Shoot (ignored), killed, Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored)
Shoot (ignored), killed, MoveForward (ignored), killed, killed, Shoot (ignored), killed, Shoot (ignored), Shoot (ignored), MoveForward (ignored), killed, Shoot (ignored), Shoot (ignored), killed, Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored)
Shoot (ignored), killed, MoveForward (ignored), killed, killed, Shoot (ignored), killed, Shoot (ignored), Shoot (ignored), MoveForward (ignored), killed, Shoot (ignored), Shoot (ignored), killed, Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored)
Shoot (ignored), killed, MoveForward (ignored), killed, killed, Shoot (ignored), killed, Shoot (ignored), Shoot (ignored), MoveForward (ignored), killed, Shoot (ignored), Shoot (ignored), killed, Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored)
Shoot (ignored), killed, MoveForward (ignored), killed, killed, Shoot (ignored), killed, Shoot (ignored), Shoot (ignored), MoveForward (ignored), killed, Shoot (ignored), Shoot (ignored), killed, Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored)
Shoot (ignored), killed, MoveForward (ignored), killed, killed, Shoot (ignored), killed, Shoot (ignored), Shoot (ignored), MoveForward (ignored), killed, Shoot (ignored), Shoot (ignored), killed, Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored)
Shoot (ignored), killed, MoveForward (ignored), killed, killed, Shoot (ignored), killed, Shoot (ignored), Shoot (ignored), MoveForward (ignored), killed, Shoot (ignored), Shoot (ignored), killed, Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored)
Shoot (ignored), killed, MoveForward (ignored), killed, killed, Shoot (ignored), killed, Shoot (ignored), Shoot (ignored), MoveForward (ignored), killed, Shoot (ignored), Shoot (ignored), killed, Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored)
Shoot (ignored), killed, MoveForward (ignored), killed, killed, Shoot (ignored), killed, Shoot (ignored), Shoot (ignored), MoveForward (ignored), killed, Shoot (ignored), Shoot (ignored), killed, Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored)
Shoot (ignored), killed, MoveForward (ignored), killed, killed, Shoot (ignored), killed, Shoot (ignored), Shoot (ignored), MoveForward (ignored), killed, Shoot (ignored), Shoot (ignored), killed, Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored)
Shoot (ignored), killed, MoveForward (ignored), killed, killed, Shoot (ignored), killed, Shoot (ignored), Shoot (ignored), MoveForward (ignored), killed, Shoot (ignored), Shoot (ignored), killed, Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored)
Shoot (ignored), killed, MoveForward (ignored), killed, killed, Shoot (ignored), killed, Shoot (ignored), Shoot (ignored), MoveForward (ignored), killed, Shoot (ignored), Shoot (ignored), killed, Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored)
Shoot (ignored), killed, MoveForward (ignored), killed, killed, Shoot (ignored), killed, Shoot (ignored), Shoot (ignored), MoveForward (ignored), killed, Shoot (ignored), Shoot (ignored), killed, Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored)
Shoot (ignored), killed, MoveForward (ignored), killed, killed, Shoot (ignored), killed, Shoot (ignored), Shoot (ignored), MoveForward (ignored), killed, Shoot (ignored), Shoot (ignored), killed, Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored)
Shoot (ignored), killed, MoveForward (ignored), killed, killed, Shoot (ignored), killed, Shoot (ignored), Shoot (ignored), MoveForward (ignored), killed, Shoot (ignored), Shoot (ignored), killed, Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored)
Shoot (ignored), killed, MoveForward (ignored), killed, killed, Shoot (ignored), killed, Shoot (ignored), Shoot (ignored), MoveForward (ignored), killed, Shoot (ignored), Shoot (ignored), killed, Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored)
Shoot (ignored), killed, MoveForward (ignored), killed, killed, Shoot (ignored), killed, Shoot (ignored), Shoot (ignored), MoveForward (ignored), killed, Shoot (ignored), Shoot (ignored), killed, Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored)
Shoot (ignored), killed, MoveForward (ignored), killed, killed, Shoot (ignored), killed, Shoot (ignored), Shoot (ignored), MoveForward (ignored), killed, Shoot (ignored), Shoot (ignored), killed, Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored)
Shoot (ignored), killed, MoveForward (ignored), killed, killed, Shoot (ignored), killed, Shoot (ignored), Shoot (ignored), MoveForward (ignored), killed, Shoot (ignored), Shoot (ignored), killed, Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored)
Shoot (ignored), killed, MoveForward (ignored), killed, killed, Shoot (ignored), killed, Shoot (ignored), Shoot (ignored), MoveForward (ignored), killed, Shoot (ignored), Shoot (ignored), killed, Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored)
Shoot (ignored), killed, MoveForward (ignored), killed, killed, Shoot (ignored), killed, Shoot (ignored), Shoot (ignored), MoveForward (ignored), killed, Shoot (ignored), Shoot (ignored), killed, Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored)
Shoot (ignored), killed, MoveForward (ignored), killed, killed, Shoot (ignored), killed, Shoot (ignored), Shoot (ignored), MoveForward (ignored), killed, Shoot (ignored), Shoot (ignored), killed, Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored)
Shoot (ignored), killed, MoveForward (ignored), killed, killed, Shoot (ignored), killed, Shoot (ignored), Shoot (ignored), MoveForward (ignored), killed, Shoot (ignored), Shoot (ignored), killed, Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored)
Shoot (ignored), killed, MoveForward (ignored), killed, killed, Shoot (ignored), killed, Shoot (ignored), Shoot (ignored), MoveForward (ignored), killed, Shoot (ignored), Shoot (ignored), killed, Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored)
Shoot (ignored), killed, MoveForward (ignored), killed, killed, Shoot (ignored), killed, Shoot (ignored), Shoot (ignored), MoveForward (ignored), killed, Shoot (ignored), Shoot (ignored), killed, Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored)
Shoot (ignored), killed, MoveForward (ignored), killed, killed, Shoot (ignored), killed, Shoot (ignored), Shoot (ignored), MoveForward (ignored), killed, Shoot (ignored), Shoot (ignored), killed, Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored)
Shoot (ignored), killed, MoveForward (ignored), killed, killed, Shoot (ignored), killed, Shoot (ignored), Shoot (ignored), MoveForward (ignored), killed, Shoot (ignored), Shoot (ignored), killed, Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored)
Shoot (ignored), killed, MoveForward (ignored), killed, killed, Shoot (ignored), killed, Shoot (ignored), Shoot (ignored), MoveForward (ignored), killed, Shoot (ignored), Shoot (ignored), killed, Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored)
Shoot (ignored), killed, MoveForward (ignored), killed, killed, Shoot (ignored), killed, Shoot (ignored), Shoot (ignored), MoveForward (ignored), killed, Shoot (ignored), Shoot (ignored), killed, Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored)
Shoot (ignored), killed, MoveForward (ignored), killed, killed, Shoot (ignored), killed, Shoot (ignored), Shoot (ignored), MoveForward (ignored), killed, Shoot (ignored), Shoot (ignored), killed, Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored)
Shoot (ignored), killed, MoveForward (ignored), killed, killed, Shoot (ignored), killed, Shoot (ignored), Shoot (ignored), MoveForward (ignored), killed, Shoot (ignored), Shoot (ignored), killed, Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored)
Shoot (ignored), killed, MoveForward (ignored), killed, killed, Shoot (ignored), killed, Shoot (ignored), Shoot (ignored), MoveForward (ignored), killed, Shoot (ignored), Shoot (ignored), killed, Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored)
Shoot (ignored), killed, MoveForward (ignored), killed, killed, Shoot (ignored), killed, Shoot (ignored), Shoot (ignored), MoveForward (ignored), killed, Shoot (ignored), Shoot (ignored), killed, Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored)
Shoot (ignored), killed, MoveForward (ignored), killed, killed, Shoot (ignored), killed, Shoot (ignored), Shoot (ignored), MoveForward (ignored), killed, Shoot (ignored), Shoot (ignored), killed, Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored)
Shoot (ignored), killed, MoveForward (ignored), killed, killed, Shoot (ignored), killed, Shoot (ignored), Shoot (ignored), MoveForward (ignored), killed, Shoot (ignored), Shoot (ignored), killed, Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored)
Shoot (ignored), killed, MoveForward (ignored), killed, killed, Shoot (ignored), killed, Shoot (ignored), Shoot (ignored), MoveForward (ignored), killed, Shoot (ignored), Shoot (ignored), killed, Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), MoveForward (ignored), Shoot (ignored), killed, MoveForward (ignored), Shoot (ignored)
